Row,Id,Collection,Type,Genus,Family,Year_Early,Year_Late,Year_Uncertainty,Country,City,Location_Uncertainty
0,18939,10683/14558,Ophicleide,Unknown,Unknown,0,0,2,Unknown,Unknown,2
1,19064,10683/14558,Mouthpiece,Unknown,Unknown,0,1574,1,England,London,2
2,18181,10683/14558,Cornet,Unknown,Unknown,0,1586,1,England,London,2
3,176934,10683/14558,Panpipe,Flutes,Wind,1988,1594,1,Unknown,Unknown,0
4,176936,10683/14558,Panpipe,Flutes,Wind,1988,1605,1,Unknown,Unknown,0
5,176937,10683/14558,Unknown,Unknown,Unknown,1610,1625,1,Italy,Venice,0
6,176942,10683/14558,Bagpipe,Bagpipes,Wind,1770,1625,1,Unknown,Unknown,1
7,176945,10683/14558,Unknown,Unknown,Unknown,0,1629,1,Unknown,Unknown,1
8,176950,10683/14558,Unknown,Unknown,Unknown,1801,1635,1,Unknown,Unknown,1
9,176953,10683/14558,Unknown,Unknown,Unknown,1830,1642,1,Scotland,Edinburgh,0
10,176956,10683/14558,Unknown,Unknown,Unknown,0,1655,1,Unknown,Unknown,2
11,176959,10683/14558,Unknown,Unknown,Unknown,1901,1655,1,Unknown,Unknown,1
12,176962,10683/14558,Unknown,Unknown,Unknown,1901,1665,1,Unknown,Unknown,2
13,176963,10683/14558,Double flageolet,Flutes,Wind,0,1678,1,France,Paris,0
14,176968,10683/14558,Unknown,Unknown,Unknown,0,1685,1,England,London,0
15,176951,10683/14558,Valve horn,Horns,Wind,0,1685,1,England,London,0
16,176948,10683/14558,Valve horn,Horns,Wind,1879,1699,1,England,London,0
17,176973,10683/14558,Valve trumpet,Trumpets,Wind,1835,1700,1,Unknown,Unknown,1
18,176969,10683/14558,Ballad horn,Saxhorns,Wind,0,1700,1,England,London,0
19,176970,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1704,1,England,London,0
20,176971,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1705,1,Unknown,Unknown,2
21,176983,10683/14558,Unknown,Unknown,Unknown,0,1705,1,Unknown,Unknown,2
22,176984,10683/14558,Unknown,Unknown,Unknown,0,1709,1,Unknown,Unknown,2
23,176977,10683/14558,Flicorno,Saxhorns,Wind,1865,1710,1,Italy,Milan,0
24,176978,10683/14558,Clarinet,Clarinets,Wind,1909,1717,1,France,Paris,0
25,176979,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1833,1725,1,Unknown,Unknown,2
26,176980,10683/14558,Clarinet,Clarinets,Wind,1924,1725,1,France,Paris,0
27,176981,10683/14558,Cornopean,Cornets,Wind,1830,1725,1,England,Birmingham,0
28,176982,10683/14558,Clarinet,Clarinets,Wind,1929,1725,1,France,Paris,0
29,176985,10683/14558,Valve trumpet,Trumpets,Wind,0,1730,1,England,London,0
30,176992,10683/14558,Naturhorn,Horns,Wind,1755,1730,1,England,London,0
31,176993,10683/14558,Clarinet,Clarinets,Wind,1937,1734,1,Germany,Unknown,0
32,176994,10683/14558,Naturhorn,Horns,Wind,1755,1734,1,England,London,0
33,176995,10683/14558,Clarinet,Clarinets,Wind,1900,1735,1,Italy,Unknown,0
34,176996,10683/14558,Piccolo flute,Flutes,Wind,1866,1735,1,Unknown,Unknown,2
35,177010,10683/14558,Unknown,Unknown,Unknown,1866,1736,1,Scotland,Edinburgh,0
36,177012,10683/14558,Unknown,Unknown,Unknown,1866,1745,1,Scotland,Edinburgh,0
37,176997,10683/14558,Alto saxhorn,Saxhorns,Wind,0,1745,1,Unknown,Unknown,2
38,176998,10683/14558,Side drum,Drums,Percussion,0,1745,1,Unknown,Unknown,1
39,177016,10683/14558,Unknown,Unknown,Unknown,1840,1745,1,Scotland,Edinburgh,0
40,177019,10683/14558,Unknown,Unknown,Unknown,0,1748,1,Unknown,Unknown,1
41,177022,10683/14558,Unknown,Unknown,Unknown,1701,1750,1,Unknown,Unknown,1
42,177014,10683/14558,Transverse flute,Flutes,Wind,0,1753,1,England,London,0
43,177015,10683/14558,Unknown,Unknown,Unknown,1688,1755,1,England,London,0
44,177025,10683/14558,Unknown,Unknown,Unknown,1701,1755,1,Unknown,Unknown,1
45,177026,10683/14558,Transverse flute,Flutes,Wind,1901,1755,1,Unknown,Unknown,2
46,177027,10683/14558,Practice chanter,Oboes,Wind,1925,1755,1,Scotland,Edinburgh,0
47,177029,10683/14558,Unknown,Unknown,Unknown,0,1757,1,Unknown,Unknown,1
48,177030,10683/14558,Unknown,Unknown,Unknown,0,1758,1,Unknown,Unknown,2
49,177031,10683/14558,Unknown,Unknown,Unknown,1701,1760,1,Unknown,Unknown,1
50,177032,10683/14558,Unknown,Unknown,Unknown,0,1765,1,Unknown,Unknown,2
51,177033,10683/14558,Bass trombone,Trombones,Wind,1902,1765,1,England,London,0
52,177034,10683/14558,Cornopean,Cornets,Wind,0,1765,1,England,London,0
53,177035,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1767,1,England,London,0
54,177036,10683/14558,Cornet,Cornets,Wind,0,1767,1,France,Paris,0
55,177048,10683/14558,Russian bassoon,Serpents,Wind,1810,1767,1,France,Unknown,0
56,177041,10683/14558,Great bass clarinet,Clarinets,Wind,1930,1767,1,France,Paris,0
57,177042,10683/14558,Bugle,Bugles,Wind,0,1769,1,England,London,0
58,177049,10683/14558,Clarinet,Clarinets,Wind,1885,1770,1,United States of America,Unknown,0
59,177050,10683/14558,Clarinet,Clarinets,Wind,1930,1770,1,France,Unknown,0
60,177057,10683/14558,Alto saxhorn,Saxhorns,Wind,1905,1770,1,England,London,0
61,177058,10683/14558,Transverse flute,Flutes,Wind,1801,1774,1,England,London,0
62,177059,10683/14558,Slide trumpet,Trumpets,Wind,1865,1775,1,England,London,0
63,177060,10683/14558,Transverse flute,Flutes,Wind,1881,1776,1,England,London,0
64,177061,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1779,1,Unknown,Unknown,1
65,177062,10683/14558,Clarinet,Clarinets,Wind,0,1780,1,Unknown,Unknown,1
66,177064,10683/14558,Unknown,Unknown,Unknown,1970,1780,1,Japan,Unknown,0
67,177065,10683/14558,Reed organ,Harmoniums,Keyboard,1909,0,1,Unknown,Unknown,1
68,177066,10683/14558,Clarinet,Clarinets,Wind,1920,1775,1,Germany,Unknown,0
69,177067,10683/14558,Cornet,Cornets,Wind,1888,1780,1,France,Paris,0
70,177068,10683/14558,Clarinet,Clarinets,Wind,1929,0,1,France,Paris,0
71,177073,10683/14558,Bow,Bows,Bows,0,1575,1,England,Unknown,0
72,177074,10683/14558,Tenor trombone,Trombones,Wind,1872,1586,1,France,Paris,0
73,177079,10683/14558,Dilruba,Fiddles,Strings,0,1605,1,India,Unknown,0
74,177080,10683/14558,Clarinet,Clarinets,Wind,1829,1608,1,England,London,0
75,177081,10683/14558,Side drum,Drums,Percussion,1933,1609,1,England,London,0
76,177085,10683/14558,Baritone saxhorn,Saxhorns,Wind,1857,1610,1,England,Unknown,0
77,177086,10683/14558,Alto trombone,Trombones,Wind,1872,1625,1,France,Paris,0
78,177087,10683/14558,Valve trumpet,Trumpets,Wind,1839,1627,1,England,Birmingham,0
79,177088,10683/14558,Clarinet,Clarinets,Wind,1845,1637,1,Unknown,Unknown,1
80,177089,10683/14558,Keyed bugle,Bugles,Wind,0,1638,1,England,London,0
81,177090,10683/14558,Clarinet,Clarinets,Wind,1885,1645,1,Unknown,Unknown,0
82,177091,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1645,1,Unknown,Unknown,1
83,177092,10683/14558,Clarinet,Clarinets,Wind,1885,1665,1,Unknown,Unknown,0
84,177093,10683/14558,Valve trumpet,Trumpets,Wind,0,1668,1,France,Paris,0
85,177094,10683/14558,Clarinet,Clarinets,Wind,1897,1675,1,United States of America,Elkhart,0
86,177096,10683/14558,Tenor trombone,Trombones,Wind,0,1696,1,Belgium,Brussels,0
87,177097,10683/14558,Clarinet,Clarinets,Wind,1900,1705,1,United States of America,Elkhart,0
88,177095,10683/14558,Shawm,Oboes,Wind,1970,1705,1,Western Malaysia,Unknown,0
89,177098,10683/14558,Clarinet,Clarinets,Wind,1880,1705,1,France,Unknown,0
90,177099,10683/14558,Clarinet,Clarinets,Wind,1878,1705,1,Germany,Wohlhausen,0
91,177100,10683/14558,Concertina,Accordions,Wind,1895,1710,1,England,London,0
92,177101,10683/14558,Machete,Guitars,Strings,0,1715,1,Unknown,Unknown,0
93,177102,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1720,1,England,Luton,0
94,177103,10683/14558,Alto trombone,Trombones,Wind,1895,1721,1,England,London,0
95,177104,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1723,1,England,Luton,0
96,177105,10683/14558,Transverse flute,Flutes,Wind,1866,1725,1,Unknown,Unknown,2
97,177106,10683/14558,Oboe,Oboes,Wind,1895,1728,1,England,London,0
98,177107,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1730,1,United States of America,Elkhart,0
99,177108,10683/14558,Piccolo flute,Flutes,Wind,1901,0,1,Unknown,Unknown,2
100,177119,10683/14558,Unknown,Unknown,Unknown,0,1735,1,Unknown,Unknown,2
101,177120,10683/14558,Clarinet,Clarinets,Wind,1929,1735,1,England,London,0
102,177124,10683/14558,Oboe,Oboes,Wind,1865,1735,1,Unknown,Unknown,1
103,177125,10683/14558,Unknown,Unknown,Unknown,0,1735,1,Unknown,Unknown,1
104,177117,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,2
105,177118,10683/14558,Clarinet,Clarinets,Wind,1830,1750,1,Unknown,Unknown,2
106,177126,10683/14558,Clarinet,Clarinets,Wind,1821,0,1,England,London,0
107,177127,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1745,1,England,London,0
108,177128,10683/14558,Clarinet,Clarinets,Wind,1895,1750,1,Unknown,Unknown,0
109,177129,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1750,1,Unknown,Unknown,1
110,177130,10683/14558,Clarinet,Clarinets,Wind,1895,1750,1,England,Aldershot,0
111,177131,10683/14558,Transverse flute,Flutes,Wind,0,1755,1,Unknown,Unknown,2
112,177137,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1755,1,England,London,0
113,177133,10683/14558,Transverse flute,Flutes,Wind,1833,1757,1,Unknown,Unknown,2
114,177134,10683/14558,Alto clarinet,Clarinets,Wind,1885,1758,1,France,Paris,0
115,177151,10683/14558,Clarinet,Clarinets,Wind,1895,1759,1,Belgium,Brussels,0
116,177152,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1763,1,England,Birmingham,0
117,177175,10683/14558,Clarinet,Clarinets,Wind,1845,1764,1,England,London,0
118,177176,10683/14558,Baritone saxhorn,Saxhorns,Wind,0,1764,1,Unknown,Unknown,2
119,177177,10683/14558,Bass trombone,Trombones,Wind,1951,1765,1,England,London,0
120,177178,10683/14558,Clarinet,Clarinets,Wind,1865,1765,1,England,London,0
121,177179,10683/14558,Reed organ,Harmoniums,Keyboard,0,1765,1,United States of America,Chicago,0
122,177180,10683/14558,Clarinet,Clarinets,Wind,1879,1765,1,Belgium,Brussels,0
123,177181,10683/14558,Upright pianoforte,Pianofortes,Keyboard,1836,1765,1,England,London,0
124,177182,10683/14558,Clarinet,Clarinets,Wind,1850,1766,1,Unknown,Unknown,2
125,177183,10683/14558,Bass trombone,Trombones,Wind,1864,1767,1,France,Paris,0
126,177184,10683/14558,Oboe,Oboes,Wind,1885,1767,1,Italy,Unknown,0
127,177185,10683/14558,Upright pianoforte,Pianofortes,Keyboard,1860,1768,1,England,London,0
128,177186,10683/14558,Cornet,Cornets,Wind,1903,1769,1,England,London,0
129,177187,10683/14558,Clarinet,Clarinets,Wind,1850,1769,1,Unknown,Unknown,0
130,177188,10683/14558,Clarinet,Clarinets,Wind,1925,1770,1,France,Paris,0
131,177189,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1772,1,Unknown,Unknown,0
132,177190,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1773,1,Unknown,Unknown,1
133,177191,10683/14558,Clarinet,Clarinets,Wind,1843,1775,1,United States of America,Philadelphia,0
134,177193,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1775,1,Belgium,Brussels,0
135,177194,10683/14558,Natural trumpet,Trumpets,Wind,1794,1775,1,Austria,Vienna,0
136,177192,10683/14558,Unknown,Unknown,Unknown,0,1775,1,Unknown,Unknown,2
137,177195,10683/14558,Clarinet,Clarinets,Wind,1895,1775,1,Belgium,Brussels,0
138,177198,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1776,1,Unknown,Unknown,1
139,177199,10683/14558,Soprano flugelhorn,Flugelhorns,Wind,0,0,2,England,London,0
140,177196,10683/14558,Unknown,Unknown,Unknown,1905,1779,1,Unknown,Unknown,0
141,177197,10683/14558,Unknown,Unknown,Unknown,0,1780,1,Unknown,Unknown,2
142,177202,10683/14558,Bow,Bows,Bows,0,1780,1,Unknown,Unknown,2
143,177200,10683/14558,Clarinet,Clarinets,Wind,1845,1780,1,Unknown,Unknown,2
144,177201,10683/14558,Piccolo flute,Flutes,Wind,1866,1782,1,England,London,0
145,177203,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1833,1784,1,Unknown,Unknown,2
146,177206,10683/14558,Piccolo flute,Flutes,Wind,1901,1784,1,Unknown,Unknown,2
147,177207,10683/14558,Xylophone,Xylophones,Percussion,1935,1785,1,Unknown,Unknown,0
148,177208,10683/14558,Reed horn,Hunting horns,Wind,1989,1785,1,Finland,Unknown,0
149,177209,10683/14558,Clarinet,Clarinets,Wind,1875,1785,1,France,Paris,0
150,177210,10683/14558,Transverse flute,Flutes,Wind,1865,1785,1,Unknown,Unknown,0
151,177211,10683/14558,Transverse flute,Flutes,Wind,1801,1786,1,England,London,0
152,177212,10683/14558,Lamellaphone,Lamellaphones/Sanzas,Percussion,1934,1789,1,Unknown,Unknown,0
153,177213,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,London,0
154,177218,10683/14558,Unknown,Unknown,Unknown,1895,1780,1,Unknown,Unknown,2
155,177214,10683/14558,Clarinet,Clarinets,Wind,0,1782,1,Netherlands,Amsterdam,0
156,177215,10683/14558,Contralto saxhorn,Saxhorns,Wind,1875,1790,1,Unknown,Unknown,1
157,177216,10683/14558,Lute,Lutes,Strings,0,1790,1,Italy,Unknown,0
158,177217,10683/14558,Clarinet,Clarinets,Wind,1920,1790,1,Belgium,Unknown,0
159,177219,10683/14558,Kalimba,Lamellaphones/Sanzas,Percussion,1965,0,1,South Africa,Unknown,0
160,177220,10683/14558,Clarinet,Clarinets,Wind,1855,1790,1,Unknown,Unknown,1
161,177226,10683/14558,Bass drum,Drums,Percussion,1934,1790,1,Unknown,Unknown,1
162,177221,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1790,1,England,London,0
163,177222,10683/14558,Bugle,Bugles,Wind,0,1793,1,Unknown,Unknown,2
164,177227,10683/14558,Chime bar,Metallophones/Steeldrums,Percussion,1935,1793,1,Unknown,Unknown,2
165,177223,10683/14558,Bass tuba,Tubas,Wind,0,1793,1,England,Unknown,0
166,177224,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1934,1794,1,England,London,0
167,177225,10683/14558,Clarinet,Clarinets,Wind,1847,1794,1,France,Unknown,0
168,177228,10683/14558,Chime bar,Metallophones/Steeldrums,Percussion,0,1794,1,Unknown,Unknown,2
169,177229,10683/14558,Kalimba,Lamellaphones/Sanzas,Percussion,1901,1795,1,Unknown,Unknown,1
170,177230,10683/14558,Transverse flute,Flutes,Wind,0,1795,1,Unknown,Unknown,2
171,177231,10683/14558,Kettledrum,Kettledrums,Percussion,1866,1795,1,Unknown,Unknown,1
172,177233,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1960,1795,1,England,London,0
173,177232,10683/14558,Bass drum,Drums,Percussion,0,1795,1,Unknown,Unknown,1
174,177234,10683/14558,Double horn,Horns,Wind,0,1795,1,Germany,Unknown,0
175,177235,10683/14558,Tenor trombone,Trombones,Wind,1874,1795,1,England,Unknown,0
176,177236,10683/14558,Lyra glockenspiel,Metallophones/Steeldrums,Percussion,0,1795,1,England,London,0
177,177237,10683/14558,Tenor trombone,Trombones,Wind,0,1795,1,England,London,0
178,177238,10683/14558,Clarinet,Clarinets,Wind,1844,1796,1,France,Unknown,0
179,177240,10683/14558,Alto saxhorn,Saxhorns,Wind,0,1799,1,England,London,0
180,177239,10683/14558,Euphonium,Tubas,Wind,1870,1800,1,Scotland,Glasgow,0
181,177241,10683/14558,Washboard,Scrapers,Percussion,1930,1800,1,Unknown,Unknown,2
182,177242,10683/14558,Clarinet,Clarinets,Wind,1906,1800,1,Germany,Unknown,0
183,177243,10683/14558,Bass drum,Drums,Percussion,1934,1800,1,Great Britain,Unknown,0
184,177244,10683/14558,Clarinet,Clarinets,Wind,1905,1800,1,Germany,Unknown,0
185,177255,10683/14558,Clarinet,Clarinets,Wind,1825,1800,1,Germany,Unknown,0
186,177245,10683/14558,Baritone flugelhorn,Flugelhorns,Wind,0,1800,1,Germany,Nuremberg,0
187,177246,10683/14558,Oboe,Oboes,Wind,1870,1800,1,Belgium,Brussels,0
188,177247,10683/14558,Clarinet,Clarinets,Wind,1815,1800,1,France,Paris,0
189,177248,10683/14558,Maracas,Rattles,Percussion,1930,1800,1,Unknown,Unknown,1
190,177249,10683/14558,Clarinet,Clarinets,Wind,1865,1800,1,Belgium,Brussels,0
191,177250,10683/14558,Banjo,Guitars,Strings,1901,1800,1,Unknown,Unknown,2
192,177251,10683/14558,Bass trumpet,Trumpets,Wind,1929,1800,1,United States of America,Elkhart,0
193,177252,10683/14558,Clarinet,Clarinets,Wind,1876,1800,1,Italy,Unknown,0
194,177253,10683/14558,Tenor trombone,Trombones,Wind,1955,1800,1,France,Unknown,0
195,177254,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1946,1800,1,England,London,0
196,177256,10683/14558,Ukulele,Guitars,Strings,1901,1800,1,United States of America,Unknown,0
197,177257,10683/14558,Transverse flute,Flutes,Wind,0,1800,1,England,London,0
198,177258,10683/14558,Clarinet,Clarinets,Wind,1855,1800,1,England,London,0
199,177259,10683/14558,Clarinet,Clarinets,Wind,1915,1800,1,United States of America,Elkhart,0
200,177260,10683/14558,Neapolitan mandolin,Mandolins,Strings,1866,1800,1,Unknown,Unknown,1
201,177261,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,United States of America,Unknown,0
202,177262,10683/14558,Panpipe,Flutes,Wind,1988,1800,1,Unknown,Unknown,0
203,177263,10683/14558,Clarinet,Clarinets,Wind,0,1800,1,Sweden,Stockholm,0
204,177264,10683/14558,Transverse flute,Flutes,Wind,1845,1800,1,England,London,0
205,177276,10683/14558,Unknown,Unknown,Unknown,1895,1800,1,Unknown,Unknown,2
206,177283,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1934,1800,1,Unknown,Unknown,1
207,177292,10683/14558,Unknown,Unknown,Unknown,0,1800,1,Unknown,Unknown,2
208,177265,10683/14558,Cornet,Cornets,Wind,0,1800,1,United States of America,Elkhart,0
209,177266,10683/14558,Clarinet,Clarinets,Wind,1935,1800,1,Germany,Berlin,0
210,177267,10683/14558,Cornet,Cornets,Wind,0,1800,1,France,Paris,0
211,177268,10683/14558,Cornet,Cornets,Wind,1924,1800,1,United States of America,Elkhart,0
212,177269,10683/14558,Cornet,Cornets,Wind,1872,1800,1,France,Paris,0
213,177270,10683/14558,Cornet,Cornets,Wind,0,1800,1,France,Paris,0
214,177271,10683/14558,Transverse flute,Flutes,Wind,1866,1800,1,Unknown,Unknown,2
215,177300,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,2
216,177301,10683/14558,Ophicleide,Ophicleides,Wind,1855,1800,1,Unknown,Unknown,1
217,177298,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,1
218,177299,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,England,Unknown,0
219,177302,10683/14558,Valve trumpet,Trumpets,Wind,1920,1800,1,Unknown,Unknown,0
220,177303,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,France,Paris,0
221,177304,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,2
222,177305,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,1
223,177306,10683/14558,Oboe,Oboes,Wind,0,1800,1,Unknown,Unknown,2
224,177307,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,2
225,177311,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,2
226,177308,10683/14558,Tenor trombone,Trombones,Wind,1794,1800,1,Austria,Vienna,0
227,177309,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,England,London,0
228,177310,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,0
229,177312,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,1
230,177313,10683/14558,Tenor trombone,Trombones,Wind,1905,1800,1,Germany,Unknown,0
231,177322,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1800,1,Unknown,Unknown,1
232,177327,10683/14558,Bassoon,Bassoons,Wind,0,1803,1,Unknown,Unknown,2
233,177323,10683/14558,Ndere,Flutes,Wind,0,1804,1,Unknown,Unknown,2
234,177324,10683/14558,Bagpipe/Practice chanter,Bagpipes,Wind,1833,1804,1,Scotland,Edinburgh,0
235,177325,10683/14558,Guitar,Guitars,Strings,1866,1804,1,Italy,Catania,0
236,177326,10683/14558,Coach horn,Hunting horns,Wind,0,0,2,Belgium,Brussels,0
237,177328,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1934,1804,1,Unknown,Unknown,2
238,177329,10683/14558,Cornet,Cornets,Wind,1915,1805,1,England,London,0
239,177330,10683/14558,Banjo,Guitars,Strings,0,1805,1,England,Birmingham,0
240,177331,10683/14558,Valve trumpet,Trumpets,Wind,1933,1805,1,England,London,0
241,177336,10683/14558,Unknown,Unknown,Unknown,1992,1805,1,Unknown,Unknown,0
242,177332,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1805,1,Unknown,Unknown,1
243,177333,10683/14558,Bass trombone,Trombones,Wind,1914,1805,1,Belgium,Brussels,0
244,177334,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1833,1805,1,England,London,0
245,177335,10683/14558,Natural trumpet,Trumpets,Wind,1895,1805,1,France,Paris,0
246,177337,10683/14558,Slide trumpet,Trumpets,Wind,0,1805,1,England,Unknown,0
247,177342,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1805,1,Unknown,Unknown,2
248,177344,10683/14558,Unknown,Unknown,Unknown,0,1805,1,England,London,0
249,177338,10683/14558,Valve trumpet,Trumpets,Wind,1933,1805,1,England,London,0
250,177339,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1934,1805,1,Unknown,Unknown,1
251,177340,10683/14558,Alto saxhorn,Saxhorns,Wind,0,1805,1,France,Paris,0
252,177341,10683/14558,Clarinet,Clarinets,Wind,1835,1805,1,England,London,0
253,177343,10683/14558,Northumbrian pipe,Bagpipes,Wind,1866,1805,1,Unknown,Unknown,0
254,177345,10683/14558,Cornet,Cornets,Wind,1860,1805,1,England,London,0
255,177346,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1805,1,Unknown,Unknown,2
256,177350,10683/14558,Bugle,Bugles,Wind,1840,1805,1,England,London,0
257,177347,10683/14558,Tenor trombone,Trombones,Wind,1815,1805,1,Unknown,Unknown,1
258,177348,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1805,1,Unknown,Unknown,2
259,177349,10683/14558,Contrabass saxhorn,Saxhorns,Wind,1868,1805,1,France,Paris,0
260,177351,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1805,1,Unknown,Unknown,2
261,177352,10683/14558,Cornet,Cornets,Wind,1847,1805,1,England,London,0
262,177353,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1805,1,England,London,0
263,177354,10683/14558,Bass drum,Drums,Percussion,1795,1805,1,Unknown,Unknown,1
264,177355,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1862,1807,1,France,Paris,0
265,177356,10683/14558,Valve trumpet,Trumpets,Wind,1933,1808,1,England,London,0
266,177358,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1808,1,England,London,0
267,177359,10683/14558,Unknown,Beaters,Beaters,0,1809,1,Unknown,Unknown,2
268,177357,10683/14558,Bass drum,Drums,Percussion,1803,1810,1,Unknown,Unknown,1
269,177360,10683/14558,Valve horn,Horns,Wind,0,1810,1,England,London,0
270,177361,10683/14558,Unknown,Beaters,Beaters,0,1810,1,Unknown,Unknown,2
271,177362,10683/14558,Woodblock,Metallophones/Steeldrums,Percussion,0,1810,1,China,Unknown,0
272,177363,10683/14558,Unknown,Beaters,Beaters,0,1810,1,China,Unknown,0
273,177364,10683/14558,Unknown,Beaters,Beaters,0,1810,1,England,Unknown,0
274,177365,10683/14558,Unknown,Beaters,Beaters,0,1810,1,Unknown,Unknown,2
275,177366,10683/14558,Unknown,Beaters,Beaters,0,1811,1,Unknown,Unknown,2
276,177367,10683/14558,Unknown,Beaters,Beaters,1901,1812,1,Unknown,Unknown,2
277,177368,10683/14558,Natural trumpet,Trumpets,Wind,1934,1813,1,Unknown,Unknown,2
278,177369,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1833,1813,1,Unknown,Unknown,2
279,177370,10683/14558,Tuba,Tubas,Wind,1915,1813,1,England,London,0
280,177371,10683/14558,Drum,Drums,Percussion,1934,1814,1,Unknown,Unknown,0
281,177372,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1814,1,Unknown,Unknown,2
282,177373,10683/14558,Unknown,Beaters,Beaters,0,1814,1,England,Cheam,0
283,177374,10683/14558,Bass trombone,Trombones,Wind,1960,1814,1,England,London,0
284,177375,10683/14558,Bass trombone,Trombones,Wind,1904,1814,1,France,Paris,0
285,177376,10683/14558,Contrabass trombone,Trombones,Wind,0,1814,1,England,London,0
286,177377,10683/14558,Alto trombone,Trombones,Wind,0,1815,1,England,London,0
287,177378,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,1
288,177379,10683/14558,Valve trumpet,Trumpets,Wind,0,1815,1,England,London,0
289,177380,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1815,1,England,London,0
290,177381,10683/14558,Valve trumpet,Trumpets,Wind,0,1815,1,France,Paris,0
291,177382,10683/14558,Serpent,Serpents,Wind,0,1815,1,England,London,0
292,177386,10683/14558,Unknown,Unknown,Unknown,1915,1815,1,England,London,0
293,177389,10683/14558,Unknown,Unknown,Unknown,1955,1815,1,England,London,0
294,177392,10683/14558,Unknown,Unknown,Unknown,1935,1815,1,England,Unknown,0
295,177393,10683/14558,Glockenspiel,Metallophones/Steeldrums,Percussion,0,1815,1,Unknown,Unknown,2
296,177394,10683/14558,Unknown,Beaters,Beaters,0,1815,1,Unknown,Unknown,2
297,177395,10683/14558,Unknown,Unknown,Unknown,1965,1815,1,Germany,Hamburg,0
298,177405,10683/14558,Alto clarinet,Clarinets,Wind,0,1816,1,United States of America,Boston,0
299,177406,10683/14558,Jew's harp,Jews's harps,Percussion,1975,1817,1,Thailand,Unknown,0
300,177407,10683/14558,Unknown,Unknown,Unknown,1950,1817,1,Denmark,Copenhagen,0
