Row,Id,Collection,Type,Genus,Family,Year_Early,Year_Late,Year_Uncertainty,Country,City,Location_Uncertainty
1470,180346,10683/14558,Unknown,Unknown,Unknown,1801,1898,1,Unknown,Unknown,1
1471,180347,10683/14558,Unknown,Unknown,Unknown,1701,1898,1,Unknown,Unknown,1
1472,180348,10683/14558,Unknown,Unknown,Unknown,0,1898,1,Scotland,Edinburgh,0
1473,180349,10683/14558,Unknown,Unknown,Unknown,0,1898,1,Scotland,Edinburgh,0
1474,180350,10683/14558,Unknown,Unknown,Unknown,1801,1898,1,England,London,0
1475,180351,10683/14558,Unknown,Unknown,Unknown,0,1898,1,Unknown,Unknown,2
1476,180352,10683/14558,Unknown,Unknown,Unknown,1701,1898,1,Unknown,Unknown,1
1477,180353,10683/14558,Unknown,Unknown,Unknown,0,1898,1,Unknown,Unknown,1
1478,180354,10683/14558,Unknown,Unknown,Unknown,1801,1899,1,Unknown,Unknown,2
1479,180355,10683/14558,Unknown,Unknown,Unknown,1901,1899,1,Scotland,Dundee,0
1480,180356,10683/14558,Unknown,Unknown,Unknown,1901,1899,1,Unknown,Unknown,1
1481,180357,10683/14558,Unknown,Unknown,Unknown,1795,1899,1,Scotland,Unknown,0
1482,180345,10683/14558,Cornet,Cornets,Wind,1961,1899,1,England,London,0
1483,180359,10683/14558,Unknown,Unknown,Unknown,1801,1899,1,Unknown,Unknown,2
1484,180361,10683/14558,Unknown,Unknown,Unknown,1866,1900,1,Unknown,Unknown,1
1485,180362,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,2
1486,180363,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,England,London,0
1487,180364,10683/14558,Unknown,Unknown,Unknown,1766,1900,1,Unknown,Unknown,1
1488,180365,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1
1489,180366,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1490,180367,10683/14558,Bagpipe,Bagpipes,Wind,1868,1900,1,Scotland,Edinburgh,0
1491,180368,10683/14558,Unknown,Unknown,Unknown,1701,1900,1,Scotland,Edinburgh,0
1492,180369,10683/14558,Unknown,Unknown,Unknown,1766,1900,1,Unknown,Unknown,1
1493,180358,10683/14558,Tuba,Tubas,Wind,1885,1900,1,England,London,0
1494,180360,10683/14558,Natural trumpet,Trumpets,Wind,0,1900,1,Scotland,Edinburgh,0
1495,180373,10683/14558,Bagpipe,Bagpipes,Wind,1901,1900,1,Unknown,Unknown,0
1496,180374,10683/14558,Unknown,Unknown,Unknown,1845,1900,1,Scotland,Glasgow,0
1497,180375,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Scotland,Edinburgh,0
1498,180377,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1
1499,180378,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,England,London,0
1500,180379,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1
1501,180381,10683/14558,Unknown,Unknown,Unknown,1901,1900,1,Scotland,Aberfeldy,0
1502,180371,10683/14558,Bass trombone,Trombones,Wind,0,1900,1,England,Unknown,0
1503,180372,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,England,London,0
1504,180383,10683/14558,Unknown,Unknown,Unknown,1845,1900,1,Scotland,Breadalbane,0
1505,180384,10683/14558,Unknown,Unknown,Unknown,1805,1900,1,Scotland,Glasgow,0
1506,180388,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1507,180389,10683/14558,Unknown,Unknown,Unknown,1925,1900,1,Scotland,Glasgow,0
1508,180390,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1
1509,180391,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,2
1510,180392,10683/14558,Unknown,Unknown,Unknown,1845,1900,1,Scotland,Edinburgh,0
1511,180394,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Republic of Ireland,Dublin,0
1512,180395,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Scotland,Edinburgh,0
1513,180396,10683/14558,Unknown,Unknown,Unknown,1815,1900,1,Scotland,Edinburgh,0
1514,180385,10683/14558,Bassoon,Bassoons,Wind,1815,1900,1,Unknown,Unknown,0
1515,180386,10683/14558,Bassoon,Bassoons,Wind,1824,1900,1,France,Paris,0
1516,180398,10683/14558,Unknown,Unknown,Unknown,1954,1900,1,Unknown,Unknown,1
1517,180399,10683/14558,Bassoon,Bassoons,Wind,0,1900,1,Unknown,Unknown,2
1518,180400,10683/14558,Unknown,Unknown,Unknown,1701,1900,1,Unknown,Unknown,1
1519,180402,10683/14558,Unknown,Unknown,Unknown,1885,1900,1,Scotland,Aberfeldy,0
1520,180406,10683/14558,Unknown,Unknown,Unknown,1820,1900,1,England,London,0
1521,180401,10683/14558,Alto fagotto,Bassoons,Wind,1825,1900,1,England,London,0
1522,180403,10683/14558,Caledonica,Bassoons,Wind,1825,1900,1,Unknown,Unknown,0
1523,180420,10683/14558,Unknown,Unknown,Unknown,0,1900,1,England,London,0
1524,180424,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1525,180426,10683/14558,Bagpipe,Bagpipes,Wind,1870,1900,1,Scotland,Edinburgh,0
1526,180412,10683/14558,Piccolo flute,Flutes,Wind,1864,1900,1,England,London,0
1527,180413,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,Scotland,Edinburgh,0
1528,180431,10683/14558,Unknown,Unknown,Unknown,1895,1900,1,Scotland,Dundee,0
1529,180427,10683/14558,Concertina,Accordions,Wind,0,1900,1,Unknown,Unknown,2
1530,180428,10683/14558,Alto saxophone,Saxophones,Wind,1930,1900,1,England,Unknown,0
1531,180441,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1532,180442,10683/14558,Ukulele,Guitars,Strings,1934,1900,1,Spain,Barcelona,0
1533,180443,10683/14558,Bass drum,Drums,Percussion,1797,1900,1,Great Britain,Unknown,0
1534,180445,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1535,180451,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1536,180439,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1934,1900,1,Unknown,Unknown,2
1537,180440,10683/14558,Unknown,Beaters,Beaters,1850,1900,1,Unknown,Unknown,1
1538,180458,10683/14558,Clarinet,Clarinets,Wind,1822,1900,1,United States of America,Lyons,0
1539,180457,10683/14558,Valve trumpet,Trumpets,Wind,1930,1900,1,Unknown,Unknown,1
1540,180459,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,England,Luton,0
1541,180483,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1542,180475,10683/14558,Clarinet,Clarinets,Wind,1875,1900,1,England,London,0
1543,180476,10683/14558,Clarinet,Clarinets,Wind,0,1900,1,Unknown,Unknown,1
1544,180497,10683/14558,Valve trumpet,Trumpets,Wind,1855,1900,1,England,London,0
1545,180492,10683/14558,Clarinet,Clarinets,Wind,1895,1900,1,England,London,0
1546,180493,10683/14558,Clarinet,Clarinets,Wind,1860,1900,1,Belgium,Brussels,0
1547,180494,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,Unknown,Unknown,1
1548,180495,10683/14558,Clarinet,Clarinets,Wind,1930,1900,1,France,Paris,0
1549,180496,10683/14558,Cornett,Cornetts,Wind,0,1900,1,Unknown,Unknown,2
1550,180498,10683/14558,Valve horn,Horns,Wind,1870,1900,1,Germany,Unknown,0
1551,180502,10683/14558,Clarinet,Clarinets,Wind,1825,1900,1,England,London,0
1552,180503,10683/14558,Clarinet,Clarinets,Wind,1825,1900,1,England,London,0
1553,180504,10683/14558,Clarinet,Clarinets,Wind,1825,1900,1,England,London,0
1554,180505,10683/14558,Piccolo flute,Flutes,Wind,1866,1900,1,Unknown,Unknown,2
1555,180506,10683/14558,Bassoon,Bassoons,Wind,1785,1900,1,England,London,0
1556,180507,10683/14558,Bassoon,Bassoons,Wind,1900,1900,0,England,London,0
1557,180508,10683/14558,Bassoon,Bassoons,Wind,0,1900,1,England,London,0
1558,180509,10683/14558,Dital harp,Harps,Strings,0,1900,1,England,London,0
1559,180510,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1560,180511,10683/14558,Arched harp,Harps,Strings,0,1900,1,Unknown,Unknown,0
1561,180512,10683/14558,Dital harp,Harps,Strings,1825,1900,1,France,Paris,0
1562,180513,10683/14558,Zither,Zithers,Strings,0,1900,1,Germany,Unknown,0
1563,180514,10683/14558,Molo,Lutes,Strings,0,1900,1,Unknown,Unknown,0
1564,180515,10683/14558,Zither,Zithers,Strings,0,1900,1,Unknown,Unknown,1
1565,180516,10683/14558,Clarinet,Clarinets,Wind,1905,1900,1,France,Paris,0
1566,180517,10683/14558,Clarinet,Clarinets,Wind,1845,1900,1,Unknown,Unknown,2
1567,180518,10683/14558,Clarinet,Clarinets,Wind,1918,1900,1,France,Paris,0
1568,180519,10683/14558,Ballad horn,Saxhorns,Wind,0,1900,1,England,London,0
1569,180520,10683/14558,Valve trumpet,Trumpets,Wind,1895,1900,1,Unknown,Unknown,1
1570,180522,10683/14558,Alto saxhorn,Saxhorns,Wind,1846,1900,1,Unknown,Unknown,1
1571,180523,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,England,London,0
1572,180524,10683/14558,Valve trumpet,Trumpets,Wind,1928,1900,1,England,London,0
1573,180525,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1934,1900,1,England,London,0
1574,180526,10683/14558,Bass horn,Serpents,Wind,1825,1900,1,England,London,0
1575,180530,10683/14558,Althorn,Saxhorns,Wind,0,1900,1,Germany,Unknown,0
1576,180531,10683/14558,Valve trumpet,Trumpets,Wind,0,1900,1,England,London,0
1577,180534,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,England,London,0
1578,180535,10683/14558,Flugelhorn,Flugelhorns,Wind,1939,1900,1,Unknown,Unknown,0
1579,180539,10683/14558,Unknown,Unknown,Unknown,0,1900,1,England,Unknown,0
1580,180541,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1581,180536,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1934,1900,1,Unknown,Unknown,2
1582,180537,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,Unknown,Unknown,2
1583,180547,10683/14558,Transverse flute,Flutes,Wind,1845,1900,1,England,London,0
1584,180548,10683/14558,Flageolet,Flutes,Wind,1970,1900,1,Yugoslavia,Unknown,0
1585,180549,10683/14558,Keyed bugle,Bugles,Wind,1825,1900,1,Scotland,Edinburgh,0
1586,180552,10683/14558,Bagpipe,Bagpipes,Wind,1766,1900,1,Unknown,Unknown,2
1587,180550,10683/14558,Bugle,Bugles,Wind,1875,1900,1,Scotland,Edinburgh,0
1588,180551,10683/14558,Alto saxhorn,Saxhorns,Wind,1885,1900,1,England,London,0
1589,180554,10683/14558,Bagpipe,Bagpipes,Wind,1801,1900,1,Unknown,Unknown,2
1590,180564,10683/14558,Bagpipe,Bagpipes,Wind,1845,1900,1,England,North Shields,0
1591,180553,10683/14558,Ophicleide,Ophicleides,Wind,1850,1900,1,Unknown,Unknown,1
1592,180555,10683/14558,Serpent,Serpents,Wind,1810,1900,1,Scotland,Glasgow,0
1593,180570,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,1
1594,180572,10683/14558,Dulcimer,Zithers,Strings,1934,1900,1,Unknown,Unknown,1
1595,180574,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1596,180575,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1597,180576,10683/14558,Unknown,Beaters,Beaters,0,1900,1,England,Unknown,0
1598,180577,10683/14558,Unknown,Beaters,Beaters,0,1900,1,United States of America,Unknown,0
1599,180579,10683/14558,Cymbals,Cymbals,Percussion,1920,1900,1,Unknown,Unknown,2
1600,180568,10683/14558,Cowbell,Bells,Percussion,0,1900,1,Unknown,Unknown,2
1601,180569,10683/14558,Unknown,Unknown,Unknown,0,1900,1,France,Paris,0
1602,180580,10683/14558,Unknown,Unknown,Unknown,1955,1900,1,England,Unknown,0
1603,180581,10683/14558,Unknown,Unknown,Unknown,1925,1900,1,Unknown,Unknown,2
1604,180582,10683/14558,Ndere,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1605,180583,10683/14558,Ngoma,Drums,Percussion,1975,1900,1,Unknown,Unknown,0
1606,180584,10683/14558,Tenor trombone,Trombones,Wind,1934,1900,1,Germany,Unknown,0
1607,180593,10683/14558,Natural trumpet,Trumpets,Wind,1818,1900,1,Czech Republic,Prague,0
1608,180594,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,1
1609,180590,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,France,Paris,0
1610,180591,10683/14558,Bass drum,Drums,Percussion,1934,1900,1,Great Britain,Unknown,0
1611,180595,10683/14558,Natural trumpet,Trumpets,Wind,1818,1900,1,Czech Republic,Prague,0
1612,180596,10683/14558,Ngoma,Drums,Percussion,1975,1900,1,Unknown,Unknown,0
1613,180597,10683/14558,Bombardon,Tubas,Wind,1833,1900,1,Unknown,Unknown,1
1614,180598,10683/14558,Contrabass saxhorn,Saxhorns,Wind,1855,1900,1,France,Marseille,0
1615,180599,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,Unknown,Unknown,1
1616,180600,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1617,180601,10683/14558,Clarinet,Clarinets,Wind,1915,1900,1,England,London,0
1618,180602,10683/14558,Oboe,Oboes,Wind,1855,1900,1,Germany,Unknown,0
1619,180603,10683/14558,Oboe,Oboes,Wind,1955,1900,1,France,Paris,0
1620,180604,10683/14558,Flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1621,180605,10683/14558,Piccolo flute,Flutes,Wind,1866,1900,1,Unknown,Unknown,2
1622,180606,10683/14558,Oboe,Oboes,Wind,1807,1900,1,Germany,Dresden,0
1623,180607,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1624,180608,10683/14558,Duct flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1625,180609,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,1
1626,180610,10683/14558,Valve trumpet,Trumpets,Wind,0,1900,1,Unknown,Unknown,0
1627,180611,10683/14558,Duct flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1628,180612,10683/14558,Clarinet,Clarinets,Wind,1895,1900,1,Unknown,Unknown,2
1629,180613,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,Germany,Unknown,0
1630,180614,10683/14558,Duct flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1631,180615,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,Unknown,Unknown,2
1632,180616,10683/14558,Contrabass trombone,Trombones,Wind,1875,1900,1,Czech Republic,Prague,0
1633,180617,10683/14558,Arched harp,Harps,Strings,0,1900,1,Unknown,Unknown,2
1634,180618,10683/14558,Duct flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1635,180619,10683/14558,Tuba,Tubas,Wind,1905,1900,1,Austria,Vienna,0
1636,180620,10683/14558,Soprano saxophone,Saxophones,Wind,1930,1900,1,France,Paris,0
1637,180621,10683/14558,Notched flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1638,180622,10683/14558,Soprano trombone,Trombones,Wind,1950,1900,1,Unknown,Unknown,2
1639,180624,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1640,180623,10683/14558,Clarinet,Clarinets,Wind,0,1900,1,England,London,0
1641,180625,10683/14558,Duct flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1642,180630,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1643,180626,10683/14558,Valve trumpet,Trumpets,Wind,1930,1900,1,Unknown,Unknown,0
1644,180632,10683/14558,Notched flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1645,180636,10683/14558,End blown flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1646,180639,10683/14558,End blown flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1647,180631,10683/14558,Bugle,Bugles,Wind,0,1900,1,England,London,0
1648,180633,10683/14558,Bugle,Bugles,Wind,1975,1900,1,Spain,Unknown,0
1649,180644,10683/14558,Unknown,Unknown,Unknown,0,1900,1,Unknown,Unknown,2
1650,180641,10683/14558,Guitar,Guitars,Strings,1820,1900,1,Unknown,Unknown,0
1651,180642,10683/14558,Cornet,Cornets,Wind,0,1900,1,France,Paris,0
1652,180648,10683/14558,Shawm,Oboes,Wind,0,1900,1,Unknown,Unknown,2
1653,180652,10683/14558,End blown flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1654,180647,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1900,1,Unknown,Unknown,1
1655,180649,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1866,1900,1,Unknown,Unknown,2
1656,180654,10683/14558,End blown flute,Flutes,Wind,0,1900,1,Unknown,Unknown,2
1657,180655,10683/14558,Helicon,Tubas,Wind,1908,1900,1,United States of America,Elkhart,0
1658,180656,10683/14558,Bugle,Bugles,Wind,1965,1901,1,Canada,Toronto,0
1659,180657,10683/14558,Bersag horn,Bugles,Wind,0,1901,1,Italy,Milan,0
1660,180658,10683/14558,Whistle,Flutes,Wind,0,1901,1,Unknown,Unknown,2
1661,180659,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1901,1,Unknown,Unknown,1
1662,180660,10683/14558,Natural trumpet,Trumpets,Wind,1801,1901,1,Unknown,Unknown,1
1663,180661,10683/14558,Whistle,Flutes,Wind,0,1901,1,Unknown,Unknown,2
1664,180663,10683/14558,Chalumeau,Oboes,Wind,0,1901,1,Unknown,Unknown,2
1665,180664,10683/14558,Practice chanter,Oboes,Wind,0,1901,1,Scotland,Edinburgh,0
1666,180662,10683/14558,Flugelhorn,Flugelhorns,Wind,1927,1901,1,United States of America,Cleveland,0
1667,180665,10683/14558,Soprano flugelhorn,Flugelhorns,Wind,1866,1901,1,France,Paris,0
1668,180668,10683/14558,Tenor trombone,Trombones,Wind,1970,1902,1,England,London,0
1669,180669,10683/14558,Guitar,Guitars,Strings,1833,1902,1,England,London,0
1670,180676,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1903,1,Unknown,Unknown,1
1671,180677,10683/14558,Bass trumpet,Trumpets,Wind,1895,1903,1,Unknown,Unknown,0
1672,180693,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1903,1,England,Unknown,0
1673,180692,10683/14558,Flute,Flutes,Wind,0,1903,1,Unknown,Unknown,2
1674,180694,10683/14558,Flute,Flutes,Wind,0,1903,1,Unknown,Unknown,2
1675,180695,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1903,1,England,London,0
1676,180696,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1903,1,Unknown,Unknown,1
1677,180697,10683/14558,Bersag horn,Bugles,Wind,0,1904,1,Italy,Milan,0
1678,180698,10683/14558,Tenor trombone,Trombones,Wind,1958,1904,1,England,London,0
1679,180699,10683/14558,Unknown,Unknown,Unknown,0,1904,1,England,London,0
1680,180700,10683/14558,Flute,Flutes,Wind,0,1904,1,Unknown,Unknown,2
1681,180702,10683/14558,Chalumeau,Oboes,Wind,0,1904,1,Unknown,Unknown,2
1682,180701,10683/14558,Guitar,Guitars,Strings,0,1904,1,Austria,Vienna,0
1683,180703,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1904,1,England,Unknown,0
1684,180704,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1904,1,Unknown,Unknown,1
1685,180705,10683/14558,Clarinet,Clarinets,Wind,1765,1905,1,England,London,0
1686,180706,10683/14558,Chalumeau,Oboes,Wind,0,1905,1,Unknown,Unknown,2
1687,180707,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,England,London,0
1688,180709,10683/14558,Chalumeau double,Oboes,Wind,0,1905,1,Unknown,Unknown,2
1689,180710,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,England,Unknown,0
1690,180711,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,Unknown,Unknown,1
1691,180712,10683/14558,Chalumeau double,Oboes,Wind,0,1905,1,Unknown,Unknown,2
1692,180713,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,England,London,0
1693,180715,10683/14558,Chalumeau double,Oboes,Wind,0,1905,1,Unknown,Unknown,2
1694,180714,10683/14558,Hunting horn,Hunting horns,Wind,1855,1905,1,Belgium,Unknown,0
1695,180716,10683/14558,Horn,Horns,Wind,0,1905,1,Unknown,Unknown,2
1696,180717,10683/14558,Raft zither,Zithers,Strings,0,1905,1,Unknown,Unknown,2
1697,180718,10683/14558,Damaru,Drums,Percussion,1901,1905,1,Unknown,Unknown,1
1698,180719,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,Unknown,Unknown,1
1699,180720,10683/14558,Raft zither,Zithers,Strings,0,1905,1,Unknown,Unknown,2
1700,180723,10683/14558,Flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1701,180724,10683/14558,Flugelhorn,Flugelhorns,Wind,1901,1905,1,Unknown,Unknown,0
1702,180725,10683/14558,Flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1703,180726,10683/14558,Kettledrum,Kettledrums,Percussion,1845,1905,1,England,Aldershot,0
1704,180728,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2
1705,180729,10683/14558,Unknown,Beaters,Beaters,1960,1905,1,Unknown,Unknown,2
1706,180731,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1707,180730,10683/14558,Kettledrum,Kettledrums,Percussion,1870,1905,1,England,Aldershot,0
1708,180732,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1709,180733,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1710,180734,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1711,180735,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,France,Paris,0
1712,180736,10683/14558,Baritone sudrophone,Tubas,Wind,0,1905,1,France,Paris,0
1713,180738,10683/14558,Valve trumpet,Trumpets,Wind,0,1905,1,Unknown,Unknown,2
1714,180739,10683/14558,Clarinet,Clarinets,Wind,1855,1905,1,England,London,0
1715,180740,10683/14558,Kettledrum,Kettledrums,Percussion,1925,1905,1,England,Unknown,0
1716,180743,10683/14558,Bass drum,Drums,Percussion,1925,1905,1,Unknown,Unknown,2
1717,180744,10683/14558,Unknown,Beaters,Beaters,1934,1905,1,Unknown,Unknown,2
1718,180741,10683/14558,Kettledrum,Kettledrums,Percussion,1925,1905,1,England,Unknown,0
1719,180742,10683/14558,Unknown,Beaters,Beaters,0,1905,1,England,Cheam,0
1720,180745,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1721,180746,10683/14558,Unknown,Beaters,Beaters,0,1905,1,Unknown,Unknown,2
1722,180747,10683/14558,Unknown,Unknown,Unknown,1925,1905,1,England,Unknown,0
1723,180748,10683/14558,Piccolo flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1724,180750,10683/14558,Piccolo flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1725,180751,10683/14558,Clarinet,Clarinets,Wind,1812,1905,1,England,London,0
1726,180753,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1727,180754,10683/14558,Piccolo flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1728,180756,10683/14558,Piccolo flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1729,180757,10683/14558,Kettledrum,Kettledrums,Percussion,1923,1905,1,United States of America,Elkhart,0
1730,180761,10683/14558,Piccolo flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1731,180762,10683/14558,Bass saxhorn,Saxhorns,Wind,1855,1905,1,France,Paris,0
1732,180763,10683/14558,Piccolo flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1733,180764,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,France,Paris,0
1734,180766,10683/14558,Piccolo flute,Flutes,Wind,0,1905,1,Unknown,Unknown,2
1735,180779,10683/14558,Violin,Violins,Strings,0,1905,1,Unknown,Unknown,0
1736,180780,10683/14558,Kettledrum,Kettledrums,Percussion,0,1905,1,United States of America,Unknown,0
1737,180782,10683/14558,Kettledrum,Kettledrums,Percussion,0,1905,1,Great Britain,Unknown,0
1738,180783,10683/14558,Kettledrum,Kettledrums,Percussion,0,1905,1,Great Britain,Unknown,0
1739,180784,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1740,180785,10683/14558,Kettledrum,Kettledrums,Percussion,0,1905,1,Great Britain,Unknown,0
1741,180788,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1742,180790,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1743,180791,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1744,180786,10683/14558,Bass drum,Drums,Percussion,1925,1905,1,Unknown,Unknown,1
1745,180795,10683/14558,Euphonium,Tubas,Wind,1855,1905,1,France,Paris,0
1746,180796,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,Unknown,Unknown,0
1747,180797,10683/14558,Piccolo flute,Flutes,Wind,1901,1905,1,Unknown,Unknown,2
1748,180799,10683/14558,Cornet,Cornets,Wind,1911,1905,1,England,London,0
1749,180800,10683/14558,Valve trumpet,Trumpets,Wind,0,1905,1,Unknown,Unknown,0
1750,180807,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Unknown,Unknown,2
1751,180802,10683/14558,Coach horn,Hunting horns,Wind,1866,1905,1,England,London,0
1752,180803,10683/14558,Conch shell trumpet,Trumpets,Wind,1970,1905,1,Unknown,Unknown,2
1753,180811,10683/14558,Unknown,Unknown,Unknown,1955,1905,1,England,London,0
1754,180812,10683/14558,Side-blown horns,Horns,Wind,0,1905,1,Unknown,Unknown,1
1755,180813,10683/14558,End blown horn,Horns,Wind,1970,1905,1,Unknown,Unknown,1
1756,180816,10683/14558,Unknown,Unknown,Unknown,0,1905,1,Germany,Unknown,0
1757,180815,10683/14558,End blown horn,Horns,Wind,0,1905,1,Unknown,Unknown,1
1758,180818,10683/14558,Bass drum,Drums,Percussion,1930,1905,1,Unknown,Unknown,2
1759,180819,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,Germany,Unknown,0
1760,180820,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,England,Luton,0
1761,180821,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,Unknown,Unknown,2
1762,180822,10683/14558,Soprano trombone,Trombones,Wind,1925,1905,1,Unknown,Unknown,2
1763,180823,10683/14558,Unknown,Beaters,Beaters,1901,1905,1,Unknown,Unknown,2
1764,180824,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,Unknown,Unknown,2
1765,180825,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,1905,1,United States of America,Unknown,0
